Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zhovr_air_power_making_a_hovercraft?e=8|*|||,Air Power: Making a Hovercraft,"In this video segment adapted from ZOOM, two cast members build a simple hovercraft. A balloon filled with air provides the airflow that lifts a plastic plate off the table, while the cast members supply the push that propels the craft forward. The hovercraft was originally developed to more efficiently ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zlift_lifting_with_air?e=9|*|||,Lifting with Air,"Prepare to be surprised as cast members of the show Zoom lift a heavy table with little more than their own breath. Click ""Support Materials"" below for an accompanying activity sheet.",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zmill_exploring_windmill_design?e=10|*|||,Exploring Windmill Design,"Windmills are designed to perform a range of jobs, including irrigation control, grain milling, and power generation. In this video segment adapted from ZOOM, cast members design and construct a paper windmill capable of lifting a small load from the floor to tabletop height. They cut paper strips and ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zoil_density_and_buoyancy_testing_liquids?e=11|*|||,ZOOM | Density and Buoyancy: Testing Liquids,"In this video from ZOOM, cast members test the buoyancy of three liquids and a variety of solid objects. People rarely think about a fluid (a liquid or gas) floating or sinking in another fluid. But, like solid objects, fluids can and do float and sink, and they do so according to the same rules that ...Show More ",PBS LearningMedia,Spanish | English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zsalt_using_salt_to_melt_ice?e=12|*|||,Using Salt to Melt Ice,"Attempting to fish an ice cube out of a glass using nothing more than a piece of string is no easy task. Without some sort of high-tech adhesive or at least a clever knot, it hardly seems worth the effort. In this video segment adapted from ZOOM, a cast member demonstrates how to use a pinch of salt ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zsoda_density_and_buoyancy_experimenting_with_club_soda?e=13|*|||,Density and Buoyancy: Experimenting with Club Soda,"Watch as a raisin dances in a cup of club soda, rising and falling in the liquid medium, in this video segment adapted from ZOOM. Look closely, and you'll learn that the cause of this phenomenon is the tiny gas-filled bubbles that attach -- and then detach -- from the raisin, thereby affecting the buoyancy ...Show More ",PBS LearningMedia,English | Spanish  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zstraw_air_power_experimenting_with_balloons?e=14|*|||,Air Power: Experimenting with Balloons,"Without highly controlled jet propulsion, rockets and other aircraft would zip through the air as unpredictably as so many untied party balloons. In this video segment adapted from ZOOM, two cast members find out how slowing the amount of air expelled from a balloon and changing the direction of that ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_bbcivilengin_its_cool_to_be_a_civil_engineer?e=15|*|||,It's Cool to Be a Civil Engineer,"Civil engineers take pride in the fact that their work contributes to society, helping people get places quickly and safely, and providing them with vital resources such as clean water and electricity whenever they need them. In this video segment, adapted from Thinking Big, Building Small, some civil ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zcircuit_exploring_conductivity_kid_circuits?e=16|*|||,Exploring Conductivity: Kid Circuits,"In this video segment adapted from ZOOM, cast members become electron conductors to reconnect a broken electric circuit. By joining hands, the cast members complete, or close, a circuit that had been broken when the lemon powering a digital clock was sliced in half. Power is restored as soon as electrons ...Show More ",PBS LearningMedia,English  2004-01-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zcolumnsi_columns_finding_the_strongest_shape?e=17|*|||,Columns: Finding the Strongest Shape,"The shapes of a structure and its parts are often as important as the materials those parts are made of. In this video segment adapted from ZOOM, members of the cast bend and fold sheets of paper to see which shape is strongest and can best support the weight of a heavy book. This resource is useful ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zelectgrl_electric_girl?e=18|*|||,Electric Girl,"For many people, electricity is a mysterious and even frightening form of energy. It is responsible for the sometimes terrifying displays we see during thunderstorms, and sometimes it even kills. However, as this video segment from ZOOM shows, experimenting with electricity in a safe environment can ...Show More ",PBS LearningMedia,English  2004-01-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zgumdrop_triangles_testing_the_strength_of_a_gumdrop_dome?e=19|*|||,Triangles: Testing the Strength of a Gumdrop Dome,"ZOOM cast members construct simple structures based on the light-but-strong design of the geodesic dome using gumdrops and toothpicks. These gumdrop domes help demonstrate that some shapes, like triangles, are inherently strong while others, like squares, are comparatively weak.",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zhanadrum_hanas_japanese_drums?e=0|*|||,Hana's Japanese Drums,"Drums have played an important role in many cultures for thousands of years. In this video segment from ZOOM, a young girl named Hana talks about her interest in the art of Japanese Taiko drumming and describes the drums and techniques involved in this traditional art form.",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zice_testing_insulators_ice_cube_in_a_box?e=1|*|||,Testing Insulators: Ice Cube in a Box,"In this video segment adapted from ZOOM, the cast competes to see which team can more effectively slow the melting of an ice cube. They construct containers for their ice cubes using materials like cardboard, newspaper, aluminum foil, and tape. These containers create an insulating environment designed ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zsnap_static_electricity_snap_crackle_jump?e=2|*|||,"Static Electricity: Snap, Crackle, Jump","Rubbing certain materials together can cause the build-up of electrical charges, or static electricity. In this video segment adapted from ZOOM, cast members charge a vinyl record by rubbing it with a wool scarf, and then use the record to demonstrate static electricity in action: The record lifts breakfast ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zstrawbridge_triangles_designing_a_straw_bridge?e=3|*|||,Triangles: Designing a Straw Bridge,"Building a strong and stable structure requires an understanding of the forces that will act on the structure under loads of various kinds. In this video segment, the ZOOM cast experiments with design features to see which will allow a bridge made of drinking straws to support the weight of 200 pennies. ...Show More ",PBS LearningMedia,English | Spanish  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zsuspension_investigating_a_suspension_bridge?e=4|*|||,Investigating a Suspension Bridge,"Beam bridges are certainly simple to build, but compared to many other types of bridges, they're not very strong. By supporting the bridge deck of a typical beam bridge with a system of cables and transferring the deck's weight to heavy columns at either end, a beam bridge becomes a much stronger suspension ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfe_zxylophone_experimenting_with_a_glass_xylophone?e=5|*|||,ZOOM | Experimenting with a Glass Xylophone,"The cast investigates how the pitch of sound changes when they strike a variety of glasses filled with different amounts and types of liquids in this video segment adapted from ZOOM. When you hit an empty glass with a spoon, both the glass and the air inside it vibrate. You hear these vibrations as sound ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfw_asrnt_newtons_third_law_of_motion_astronauts_in_outer_space?e=6|*|||,NOVA | Newton's Third Law of Motion,"This video from NOVA illustrates the significance of Newton's law to space-walking astronauts and the engineers who design their spacecrafts. The sensation of weightlessness that astronauts experience seems to make their tasks almost effortless. However, as Newton's third law of motion suggests, working ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfw_bbarch_arch_bridge?e=7|*|||,Building Big | Arch Bridge,"In this video segment adapted from Building Big, series host David Macaulay describes the forces and design features that give arches their strength. The Romans were some of the most important innovators in structural design. Of their contributions, the arch and the bridges they built using an elegant ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfw_bbcantilever_firth_of_forth_cantilever_bridge?e=8|*|||,Building Big | Firth of Forth Cantilever Bridge,"Cantilever bridges like the Forth Bridge, a railway bridge in Scotland, may look complicated, but the principle on which they are built is very simple. In this video segment from Building Big: Bridges, series host and narrator David Macaulay describes the forces at work in a cantilever bridge and explains ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_mfw_bbchunnel_building_the_channel_tunnel?e=9|*|||,Building the Channel Tunnel,"With state-of-the-art equipment at their disposal, it seems that nothing stands in the way of today's tunnel engineers. This video segment adapted from Building Big, details the technical challenges involved in completing the Channel Tunnel, an underwater tunnel that links England and France for the ...Show More ",PBS LearningMedia,English  2004-01-22
